Age,Author,Author_Info,Binding,Brand,Dimensions (L X B X H),Edition,Editor,Exam,Group,Image,Imprint,ISBN_10,ISBN_13,Language,Model,Name,Pages,Price,Product_Code_1,Product_Code_2,Publication_Month,Publication_Year,Publisher,Series_Name,Type,Unique_Id,University,Weight_Gram
,['Mary Balogh'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440241997_44120/0x1920/70/0.jpg,Dell Books,440241995,9780440241997,English,8095,Simply Perfect,,462,9780440241997_44120,15328826,,2008,Random House Publishing Group,,Bestseller Books,4242878a195e5de7c790f1c3273a9de3,,500
,['Mary Balogh'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440241133_44120/0x1920/70/0.jpg,Dell Books,440241138,9780440241133,English,8095,Simply Unforgettable,,462,9780440241133_44120,13748612,,2006,Random House Publishing Group,,Bestseller Books,1e69444c1fc1e6758c1c59584f3aecf2,,500
,['Mary Balogh'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440241126_44120/0x1920/70/0.jpg,Dell Books,44024112,9780440241126,English,8095,Slightly Dangerous,,462,9780440241126_44120,13593727,,2005,Random House Publishing Group,,Bestseller Books,147552c15f0021b0d306f92f96fd3335,,500
,['Mary Balogh'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440241119_44120/0x1920/70/0.jpg,Dell Books,440241111,9780440241119,English,8095,Slightly Scandalous,,462,9780440241119_44120,12576067,,2003,,,Bestseller Books,93157bd859b858830a63551d23d91cec,,500
,['Mary Balogh'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440236603_44120/0x1920/70/0.jpg,Dell Books,440236606,9780440236603,English,4244,Slightly Sinful,,462,9780440236603_44120,13559077,,2004,Random House,,Bestseller Books,bc874443b74eed1e8291c2d90515738c,,500
,['Mary Balogh'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440241058_44120/0x1920/70/0.jpg,Dell Books,440241057,9780440241058,English,8095,Slightly Wicked,,462,9780440241058_44120,14443812,,2003,Random House Publishing Group,,Bestseller Books,8466841cc6955e64f67214ade0de9fad,,500
,['Nora Roberts'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9789351069577_225808/0x1920/70/3.jpg,Mills & Boon,9351069575,9789351069577,English,5789,Snow Is Falling,448,350,9789351069577_225808,44859940,,2015,Harper Collins Publishers India,,Bestseller Books,745f4298c0dbf45eb5f98b7f2312ae82,,500
,['Danielle Steel'],,Others,Dell,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440224815_50156/0x1920/70/0.jpg,Dell,440224810,9780440224815,English,1758,Special Delivery,240,399,9780440224815_50156,9895176,,1998,AVON BOOKS,,Bestseller Books,faf6943458dcac0b2e0f032e81cf1935,,500
,['Karen Marie Moning'],,Others,Dell,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440240976_44120/0x1920/70/0.jpg,Dell Books,440240972,9780440240976,English,1758,Spell Of The Highlander,,462,9780440240976_44120,10041239,,2006,CRC Press,,Bestseller Books,e5fb2630bc10f7c8881d22644c1a551e,,500
,['Iris Johansen'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553586541_44120/0x1920/70/0.jpg,Bantam,553586548,9780553586541,English,4244,Stalemate,,462,9780553586541_44120,13645998,,2007,Random House,,Bestseller Books,0d6bcea81578bccf591c9c4d3d9fff73,,500
,['Paula Graves'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9789351069881_225808/0x1920/70/0.jpg,Mills & Boon,9351069885,9789351069881,English,5789,Stranger In Cold Creek,232,150,9789351069881_225808,48755187,,2016,Harper Collins India,,Bestseller Books,d47729a1c6414b961e89bdf5f3fa6a01,,500
,['Sandra Brown'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553576061_44120/0x1920/70/0.jpg,Bantam,553576062,9780553576061,English,8095,Sunny Chandler's Return,,462,9780553576061_44120,11462014,,2004,Random House Publishing Group,,Bestseller Books,bdc919db182d0f39fc76d99966f9e713,,500
,['Christina Lauren'],,Paperback,Gallery Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781476751801_191287/0x1920/70/0.jpg,,1476751803,9781476751801,English,9645,Sweet Filthy Boy,192,350,9781476751801_191287,38797858,,2014,Gallery Books,,Bestseller Books,38b2a894e560dfaee2f01b71bcdd3e12,,500
,['Lara Adrian'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440245278_44120/0x1920/70/0.jpg,Dell Books,440245273,9780440245278,English,8095,Taken By Midnight,,462,9780440245278_44120,13585328,,2010,Random House Publishing Group,,Bestseller Books,6dedaeba614776127a7debb22774113e,,500
,['Paula Quinn'],"New York Times bestselling author Paula Quinn lives in New York with her three beautiful children, three over-protective chihuahuas, and a loud umbrella cockatoo. She loves to read romance and science fiction and has been writing since she was eleven. She loves all things medieval, but...View More\n \n New York Times bestselling author Paula Quinn lives in New York with her three beautiful children, three over-protective chihuahuas, and a loud umbrella cockatoo. She loves to read romance and science fiction and has been writing since she was eleven. She loves all things medieval, but it is her love for Scotland that pulls at her heartstrings. You can write to her at . You can learn more at: P. Facebook, Twitter, @paula_quinn.",Others,Hachette Book Group USA,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780446552363_44120/0x1920/70/0.jpg,Forever,446552364,9780446552363,English,5847,Tamed,400,438,9780446552363_44120,10046492,,2011,CRC Press,Children of the Mist,Bestseller Books,3c3ffbf55395f8d2bfeef20ba1977a17,,500
,['Iris Johansen'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553593396_44120/0x1920/70/0.jpg,Bantam,553593390,9780553593396,English,8095,Tender Savage,,462,9780553593396_44120,13559293,,2010,Random House Publishing Group,,Bestseller Books,a0cd6071141a5c2b30ef0917bc5f7239,,500
,['Joan Johnston'],,Others,RHUS (RS),,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345527448_44120/0x1920/70/0.jpg,Dell Books,345527445,9780345527448,English,8684,Texas Bride,,462,9780345527448_44120,13642057,,2012,RHUS (RS),,Bestseller Books,6e04897f5542e072d56648a87de4d04d,,500
,['Sandra Brown'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553289510_44120/0x1920/70/0.jpg,Bantam,553289519,9780553289510,English,8095,Texas! Lucky,,462,9780553289510_44120,13748315,,1991,Random House Publishing Group,,Bestseller Books,3e110e354df555a7bb0e77b9bc44b6ab,,500
,['Sandra Brown'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553295009_44120/0x1920/70/0.jpg,Bantam,553295004,9780553295009,English,8095,Texas! Sage,,462,9780553295009_44120,12576253,,1992,,,Bestseller Books,94fcc9323529777109dffa8cafca2e20,,500
,['Monica Mccarty'],,Others,Ballantine Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345543950_44120/0x1920/70/0.jpeg,Ballantine Books,345543955,97803512,English,8769,The Arrow,,462,9780345543950_44120,13716321,,2014,Ballantine Books,,Bestseller Books,73e6fe67c7ec7d7e434e6aba484f7ae7,,500
,['Nicholas Sparks'],,Paperback,Little Brown Book Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780751542981_95913/0x1920/70/0.jpeg,Sphere,751542989,9780751542981,English,6223,The Best Of Me,336,350,9780751542981_95913,23107192,,2012,Little Brown Book Group,,Bestseller Books,9d4b1492d0176d21089836c19689e42e,,500
,['Cecelia Ahern'],,Others,,,1,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780007361625_20038/0x1920/70/6.jpg,,7361629,9780007361625,English,439730,The Book of Tomorrow,324,350,9780007361625_20038,990645,,2010,HarperCollins Publisher,,Bestseller Books,52c027909cf239d5b0c16ef464bbbf40,,500
,['Yashodhara Lal'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9789351778004_225808/0x1920/70/2.jpeg,Harper,9351778002,9789351778004,English,5789,The Box Of Love And Laughter,888,499,9789351778004_225808,45604258,,2016,Harper Collins Publishers India,,Bestseller Books,b988406070a383d26b5383f9e78f0111,,500
,['Iris Johansen'],,Others,RANDOM HOUSE PUBLISHERS,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345531131_44120/0x1920/70/0.jpg,Bantam,345531132,9780345531131,English,5349,The Bronzed Hawk,,462,9780345531131_44120,10041034,,2011,CRC Press,,Bestseller Books,7830bd015787dcd7814e81808a450313,,500
,['Monica Mccarty'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345518224_44120/0x1920/70/0.jpg,Ballantine Books,345518225,9780345518224,English,8095,The Chief,,462,9780345518224_44120,13562564,,2010,Random House Publishing Group,,Bestseller Books,32a59d4c3955a664674688e18367c607,,500
,['Kanika Dhillon'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9789351777106_225808/0x1920/70/5.jpg,HarperCollins India,9351777103,97893512,English,5789,The Dance Of Durga,360,350,9789351777106_225808,45604256,,2016,Harper Collins Publishers India,,Bestseller Books,c2e93646b7c5a522a454a3fd4b609cbb,,500
,['Mary Balogh'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440243076_44120/0x1920/70/0.jpg,Dell Books,440243076,9780440243076,English,4244,The Devil's Web,,416,9780440243076_44120,13646005,,2007,Random House,,Bestseller Books,9c7135716c6ddbb5535aaefedbe92b53,,500
,['Kay Hooper'],,Others,Spectra,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553590623_44120/0x1920/70/0.jpg,Bantam,553590626,9780553590623,English,16851,The Fall Of Lucas Kendrick,,462,9780553590623_44120,10052810,,2011,CRC Press,,Bestseller Books,2d191724557abbac3ba7a988e007c8c8,,500
,,,Paperback,Random House,7.8X0.63X0.74,1,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780091900243_154876/0x1920/70/0.jpg,Vermilion,91900247,9780091900243,English,4244,The Feel The Fear Guide To... Lasting Love,256,697,9780091900243_154876,32878079,,2007,Pan Macmillan,,Bestseller Books,a396e1c33a9b0f4c5ce50b37afe18208,,181
,['Mary Balogh'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440243069_44120/0x1920/70/0.jpg,Dell Books,440243068,9780440243069,English,4244,The Gilded Web,,462,9780440243069_44120,13588064,,2006,Random House,,Bestseller Books,8ac8a9c05e6c36be3f178308dc7a2742,,500
,['Monica Mccarty'],,Paperback,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345518248_21345/0x1920/70/0.jpg,,345518241,9780345518248,English,8095,The Hawk: A Highland Guard Novel,416,399,9780345518248_21345,51087613,,2010,Random House Publishing Group,,Bestseller Books,8f9bacb5ce48b9692dff4c65e7717d8e,,500
,['Mary Balogh'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440244622_44120/0x1920/70/0.jpg,Dell Books,440244625,9780440244622,English,8095,The Ideal Wife,,472,9780440244622_44120,13604127,,2008,Random House Publishing Group,,Bestseller Books,3251e26edb6f97ea70e7a31a980e4565,,500
,['Karen Marie Moning'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440237563_44120/0x1920/70/0.jpg,Dell Books,440237564,9780440237563,English,8095,The Immortal Highlander,,462,9780440237563_44120,13614089,,2005,Random House Publishing Group,,Bestseller Books,8e870f2ba7d9e7cbfbd3c5625c6494cc,,500
,['Iris Johansen'],,Others,Bantam Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553581553_44120/0x1920/70/3.jpg,Bantam,553581554,9780553581553,English,4746,The Killing Game,,462,9780553581553_44120,13724192,,2000,Bantam Books,,Bestseller Books,0be1ffbc0e3015b59f10d0489b0b015f,,500
,,,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780062283955_225808/0x1920/70/0.JPG,AVON,62283952,9780062283955,English,5789,The Knave Of Hearts,384,399,9780062283955_225808,48278459,,2016,Harper Collins,,Bestseller Books,94905c9bf70b73b2a37309ccfde78b54,,500
,['Mariah Stewart'],,Others,Ballantine Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345538413_44120/0x1920/70/0.jpg,Ballantine Books,345538412,97803512,English,8769,The Long Way Home,,462,9780345538413_44120,13569058,,2013,Ballantine Books,,Bestseller Books,ca91e8cd6e349c9c04f999089951c1ec,,500
,['Mary Jo Putney'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345449191_44120/0x1920/70/0.jpg,Ballantine Books,345449193,9780345449191,English,8095,The Marriage Spell,,416,9780345449191_44120,12585919,,2007,,,Bestseller Books,dce5a3f7d385f66f0ad88621929c479a,,500
,['Melanie Milburne'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9788172238223_225808/0x1920/70/0.jpg,Mills & Boon,8172238223,97881712,English,5789,The Most Scandalous Ravensdale,192,150,9788172238223_225808,49344179,,2016,Harper Collins Publishers India,,Bestseller Books,a766674fb7d9c48eddf58c15fcd9dfb6,,500
,['Monica Mccarty'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345518262_44120/0x1920/70/0.jpg,Ballantine Books,345518268,9780345518262,English,8095,The Ranger,,462,9780345518262_44120,10046269,,2010,CRC Press,,Bestseller Books,7be39b99474974e4d95e1c1ae67a04ce,,500
,['Monica Mccarty'],,Others,Ballantine Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345528414_44120/0x1920/70/0.jpg,Ballantine Books,345528417,9780345528414,English,8769,The Recruit,,462,9780345528414_44120,13594274,,2012,Ballantine Books,,Bestseller Books,e3d33b52703cea3651bc2422786ef64e,,500
,['Anne Mc Allister'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9789351068778_225808/0x1920/70/0.jpg,Harlequin,9351068773,9789351068778,English,5789,The Return Of Antonides,192,150,9789351068778_225808,44859862,,2015,Harper Collins Publishers India,,Bestseller Books,d6632e65fa823cd2d9f3879798bc6eed,,500
,['Sudeep Nagarkar'],,Others,Vsp International Science Publishers,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9788129129666_30212/0x1920/70/0.jpeg,,1447265092,9781450000000,English,12413,The Romance Collection,988,560,9788129129666_30212,6062120,,2014,Vsp International Science Publishers,,Bestseller Books,24588df2a2491ab8309c4547af674e61,,500
,['Monica Mccarty'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345528407_44120/0x1920/70/0.jpg,Ballantine Books,345528409,9780345528407,English,8095,The Saint,,462,9780345528407_44120,13598900,,2012,Random House Publishing Group,,Bestseller Books,3391c6b28e6667ebe9332a93198f9424,,500
,['Kiera Cass'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780008174941_225808/0x1920/70/0.jpg,HarperCollins Children's Books,8174946,9780008174941,English,5789,The Siren,400,350,9780008174941_225808,44857501,,2016,Harper Collins Publishers India,,Bestseller Books,8bd270ce3d310ca8ab635b87d99ebdfe,,500
,['Punam ChadhaJoseph'],,Paperback,OM BOOKS INTERNATIONAL,,1,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9789384625436_20567/0x1920/70/0.jpg,,9384625434,9789384625436,English,4192,The Soulful Seeker,252,295,9789384625436_20567,37032192,,2016,Om Books International,,Bestseller Books,4e57b9d91654f832e070150190420ae6,,500
,['Iris Johansen'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553571820_44120/0x1920/70/0.jpg,Bantam,553571826,9780553571820,English,4244,The Treasure,,462,9780553571820_44120,10045617,,2009,CRC Press,,Bestseller Books,7d06148fef843db14c01c9298f80cb03,,500
,['Monica Mccarty'],,Others,RANDOM HOUSE INDIA,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345528391_44120/0x1920/70/0.jpg,Ballantine Books,345528395,97812,English,4271,The Viper,,462,9780345528391_44120,10037699,,2011,CRC Press,,Bestseller Books,b901719b3ad652e82ceffb34ddb12eca,,500
,['Gayle Callen'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780062267986_225808/0x1920/70/0.JPG,Avon,62267981,9780062267986,English,5789,The Wrong Bride,384,350,9780062267986_225808,44857932,,2016,Harper Collins Publishers India,,Bestseller Books,2eaeb36356c9f43535af9e7d7bdd8b49,,500
,['Kay Hooper'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553590548_44120/0x1920/70/0.jpg,Bantam,553590545,9780553590548,English,8095,Time After Time,,462,9780553590548_44120,14459221,,2009,Random House Publishing Group,,Bestseller Books,c1ac276818c2a1ecae5e7b5eb5a58223,,500
,['Nicole Jordan'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345494603_44120/0x1920/70/0.jpg,Ballantine Books,345494601,9780345494603,English,4244,To Bed A Beauty,,462,9780345494603_44120,13572015,,2008,Random House,,Bestseller Books,aedb56e8e6474886d78ed11146e70abc,,500
,['Nicole Jordan'],,Others,RANDOM HOUSE PUBLISHERS,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345510099_44120/0x1920/70/0.jpg,Ballantine Books,345510097,9780345510099,English,5349,To Desire A Wicked Duke,,462,9780345510099_44120,13570096,,2011,RANDOM HOUSE PUBLISHERS,,Bestseller Books,fc028ae30c485fe4230aecebcb76186a,,500
